2624671,50749199,2.0
8169902,57523310,22.0
8933592,81039484,2.0
10772812,83433136,22.0
10817932,78931491,5.3333335
11591912,78931491,7.0
12652472,17339432,2.0
14170736,78931491,22.0
14212462,1692897,4.0
14343959,42639163,1.5
14469657,23380270,2.0
14700716,17339432,22.0
14795489,17339432,4.4660373
14826398,57523310,2.0
14933962,57523310,2.5
15012173,23380270,22.0
15052516,17339432,1.0
15105912,57523310,4.0
15111886,34772668,2.0
15854748,57523310,1.5
16274023,13161690,22.0
16386071,13161690,1.0
16463654,13161690,5.0
16645536,23380270,3.0
17025124,13161690,2.5
17487307,13161690,3.0
17490452,57523310,22.0
17553306,13161690,22.0
17964559,17339432,22.0
18179754,23380270,2.0
18206975,13161690,8.0
18537918,64389555,22.0
18823254,17339432,7.0
18896568,4471023,5.5
19787792,13161690,22.0
19943644,34772668,3.0
20207265,81039484,2.0
20688271,13161690,1.0
20817790,13161690,2.5
21239977,68987028,2.0
21522890,36648032,22.0
21801433,57523310,1.0
21953631,16661678,3.5
22049112,16661678,22.0
22148383,17339432,1.0
22163855,64389555,4.0
22235222,81039484,2.0
22346119,13161690,22.0
22545126,13161690,2.5
22663407,64389555,13.312945
22699518,64389555,5.5
22720424,13161690,2.5
23019897,57523310,1.5
23287951,34772668,22.0
23290056,16284466,22.0
23542963,23380270,1.0
23657281,64389555,4.0
23716675,13161690,21.0
24209152,57523310,3.5
24890204,17339432,1.0
24912602,64389555,5.5
25193002,13161690,2.5
25553638,13161690,2.5
25597648,4471023,22.0
25813772,13161690,5.0
25872441,31593714,2.0
25982998,23380270,22.0
25987097,13161690,5.3333335
26462242,13161690,2.5
26686723,64389555,3.0
26883839,50749199,22.0
27870608,36648032,22.0
28920295,57523310,3.0
28936132,36648032,8.0
29194831,13161690,3.0
29227388,57523310,22.0
29244731,4471023,4.5
29446573,36648032,4.0
29582233,13161690,22.0
29879725,64389555,5.5
30276184,36648032,13.0
30473305,31593714,2.0
30505838,17339432,22.0
30776302,13161690,2.0
32193149,4471023,4.5
32286667,57523310,2.5
32534362,50749199,2.5
33063842,34772668,1.5
33336403,17339432,1.0
33634526,79705984,22.0
34276334,50749199,22.0
35404269,57523310,22.0
36187864,81039484,2.0
36375450,81039484,3.0
38109221,81039484,2.0
38278546,13161690,4.0
40135546,1692897,22.0
40401674,78931491,7.0
40945760,16661678,22.0
